Location,Sex,year,age,px,fx
Brazil,Female,1954,38,0.99339592,0.16324
Brazil,Female,1954,39,0.99319418,0.14296799999999998
Brazil,Female,1954,40,0.99298131,0.120911
Brazil,Female,1954,41,0.99276403,0.098927
Brazil,Female,1954,42,0.99254417,0.077191
Brazil,Female,1954,43,0.99231954,0.057698
Brazil,Female,1954,44,0.99207731,0.041076
Brazil,Female,1954,45,0.99179699,0.027855
Brazil,Female,1954,46,0.99145606,0.018611
Brazil,Female,1954,47,0.99103007,0.012247
Brazil,Female,1954,48,0.99050769,0.008225
Brazil,Female,1954,49,0.98988874,0.004934999999999999
Brazil,Female,1954,50,0.98918985,0
Brazil,Female,1954,51,0.98844453,0
Brazil,Female,1954,52,0.98768047,0
Brazil,Female,1954,53,0.98691787,0
Brazil,Female,1954,54,0.98614782,0
Brazil,Female,1954,55,0.98533065,0
Brazil,Female,1954,56,0.98441186,0
Brazil,Female,1954,57,0.98332171,0
Brazil,Female,1954,58,0.98201029,0
Brazil,Female,1954,59,0.98045292,0
Brazil,Female,1954,60,0.97865776,0
Brazil,Female,1954,61,0.97667864,0
Brazil,Female,1954,62,0.97457141,0
Brazil,Female,1954,63,0.97238507,0
Brazil,Female,1954,64,0.9701272,0
Brazil,Female,1954,65,0.96774,0
Brazil,Female,1954,66,0.96513326,0
Brazil,Female,1954,67,0.96217957,0
Brazil,Female,1954,68,0.95876928,0
Brazil,Female,1954,69,0.95483786,0
Brazil,Female,1954,70,0.95036364,0
Brazil,Female,1954,71,0.94540135,0
Brazil,Female,1954,72,0.9400152,0
Brazil,Female,1954,73,0.93425407,0
Brazil,Female,1954,74,0.9281217,0
Brazil,Female,1954,75,0.92152158,0
Brazil,Female,1954,76,0.91432254,0
Brazil,Female,1954,77,0.9063641,0
Brazil,Female,1954,78,0.89752729,0
Brazil,Female,1954,79,0.88781917,0
Brazil,Female,1954,80,0.87733133,0
Brazil,Female,1954,81,0.86628707,0
Brazil,Female,1954,82,0.85490191,0
Brazil,Female,1954,83,0.84325165,0
Brazil,Female,1954,84,0.83128083,0
Brazil,Female,1954,85,0.81866192,0
Brazil,Female,1954,86,0.80500553,0
Brazil,Female,1954,87,0.78996466,0
Brazil,Female,1954,88,0.77330743,0
Brazil,Female,1954,89,0.75517723,0
Brazil,Female,1954,90,0.73590986,0
Brazil,Female,1954,91,0.71610771,0
Brazil,Female,1954,92,0.69643204,0
Brazil,Female,1954,93,0.67735076,0
Brazil,Female,1954,94,0.65922962,0
Brazil,Female,1954,95,0.64051737,0
Brazil,Female,1954,96,0.62149219,0
Brazil,Female,1954,97,0.60276219,0
Brazil,Female,1954,98,0.58444196,0
Brazil,Female,1954,99,0.56663582,0
Brazil,Female,1954,100,0,0
Brazil,Female,1955,0,0.86799374,0
Brazil,Female,1955,1,0.97592759,0
Brazil,Female,1955,2,0.98504299,0
Brazil,Female,1955,3,0.99056443,0
Brazil,Female,1955,4,0.99384357,0
Brazil,Female,1955,5,0.99591627,0
Brazil,Female,1955,6,0.99715117,0
Brazil,Female,1955,7,0.99776059,0
Brazil,Female,1955,8,0.99795686,0
Brazil,Female,1955,9,0.99795231,0
Brazil,Female,1955,10,0.99796307,0
Brazil,Female,1955,11,0.99788713,0
Brazil,Female,1955,12,0.99775294,0
Brazil,Female,1955,13,0.99758563,0
Brazil,Female,1955,14,0.99739951,0
Brazil,Female,1955,15,0.99720618,0.026640999999999998
Brazil,Female,1955,16,0.99700664,0.051954
Brazil,Female,1955,17,0.99679918,0.086915
